index,time,outdoor_temp,occupancy,step_kwh,cumulative_kwh,price,carbon,step_cost,cumulative_cost,step_co2_kg,cumulative_co2_kg,comfort_violations,heating_setpoint,cooling_setpoint,economizer,light_level,plug_level,vent_level,mean_zone_temp,max_abs_pmv,peak_co2,step_kwh_hvac,step_kwh_lights,step_kwh_plugs,cumulative_kwh_hvac,cumulative_kwh_lights,cumulative_kwh_plugs,temp_SPACE1-1,temp_SPACE2-1,temp_SPACE3-1,temp_SPACE4-1,temp_SPACE5-1,pmv_SPACE1-1,pmv_SPACE2-1,pmv_SPACE3-1,pmv_SPACE4-1,pmv_SPACE5-1,co2_SPACE1-1,co2_SPACE2-1,co2_SPACE3-1,co2_SPACE4-1,co2_SPACE5-1,source,latency_s
53,2026-07-20T13:15:00,33.3,1.0,3.99658,89.1435,0.16,155.9,0.63945,14.0302,0.62307,14.7089,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.37158,1.5,1.125,30.7248,37.5938,20.825,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
54,2026-07-20T13:30:00,33.3,1.0,4.29515,93.4387,0.16,156.6,0.68722,14.7174,0.67261,15.3815,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.48265,1.6875,1.125,32.2074,39.2812,21.95,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
55,2026-07-20T13:45:00,33.3,1.0,4.31681,97.7555,0.16,157.5,0.69069,15.4081,0.67986,16.0613,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.50431,1.6875,1.125,33.7117,40.9688,23.075,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
56,2026-07-20T13:00:00,33.3,1.0,4.34109,102.0966,0.16,155.4,0.69457,16.1027,0.67461,16.7359,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.52859,1.6875,1.125,35.2403,42.6562,24.2,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
57,2026-07-20T14:15:00,33.3,1.0,4.35882,106.4554,0.42,159.8,1.83071,17.9334,0.69674,17.4327,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.54632,1.6875,1.125,36.7867,44.3438,25.325,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
58,2026-07-20T14:30:00,33.3,1.0,4.47217,110.9276,0.42,161.3,1.87831,19.8117,0.72136,18.154,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.59717,1.875,1.0,38.3838,46.2188,26.325,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
59,2026-07-20T14:45:00,33.3,1.0,4.4921,115.4197,0.42,162.9,1.88668,21.6984,0.73191,18.8859,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.6171,1.875,1.0,40.0009,48.0938,27.325,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
60,2026-07-20T14:00:00,33.3,1.0,4.51445,119.9341,0.42,158.6,1.89607,23.5945,0.71588,19.6018,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.63945,1.875,1.0,41.6404,49.9688,28.325,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
61,2026-07-20T15:15:00,33.3,1.0,4.53738,124.4715,0.42,166.7,1.9057,25.5002,0.7564,20.3582,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.66238,1.875,1.0,43.3028,51.8438,29.325,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
62,2026-07-20T15:30:00,33.3,1.0,4.39528,128.8668,0.42,168.8,1.84602,27.3462,0.74206,21.1003,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.64528,1.875,0.875,44.948,53.7188,30.2,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
